,open,high,low,close,volume
2018-12-17,41.22,41.51,40.66,40.88,6871818.0
2018-12-18,40.56,41.22,40.51,41.11,6344096.0
2018-12-19,41.03,41.69,39.55,39.59,10899252.0
2018-12-20,39.43,39.89,38.52,39.35,8120233.0
2018-12-21,39.02,39.12,37.34,38.04,12696500.0
2018-12-24,37.91,38.73,37.53,38.5,5757030.0
2018-12-25,38.15,38.91,37.77,38.85,6462642.0
2018-12-26,38.65,39.27,37.96,38.05,6611819.0
2018-12-27,38.71,39.07,38.15,38.44,8127578.0
2018-12-28,38.54,39.29,37.88,38.98,7171310.0
2019-01-02,39.29,39.78,37.91,37.96,9545014.0
2019-01-03,37.96,38.16,36.14,36.55,11668787.0
2019-01-04,36.25,37.38,36.05,37.36,10379425.0
2019-01-07,37.51,37.77,36.89,37.12,11359550.0
2019-01-08,37.15,37.38,36.49,37.17,7490629.0
2019-01-09,37.23,38.44,37.23,37.86,12201135.0
2019-01-10,37.76,37.76,36.97,37.2,8676139.0
2019-01-11,37.32,37.72,36.97,37.67,8705125.0
2019-01-14,37.56,37.56,36.81,36.88,6150781.0
2019-01-15,36.97,40.57,36.79,40.1,22815351.0
2019-01-16,39.9,40.24,39.22,39.41,14001283.0
2019-01-17,39.5,39.96,38.92,39.38,9461684.0
2019-01-18,39.53,40.92,39.52,40.45,17541411.0
2019-01-21,40.67,41.95,40.6,40.87,15970908.0
2019-01-22,40.85,40.91,40.1,40.31,5949499.0
2019-01-23,40.24,40.81,40.07,40.51,5640639.0
2019-01-24,40.57,40.86,40.12,40.66,7414791.0
2019-01-25,40.74,41.6,40.27,40.95,11281763.0
2019-01-28,41.21,42.4,41.17,41.34,13449928.0
2019-01-29,41.36,41.77,40.39,41.59,10969094.0
2019-01-30,41.56,42.05,40.39,40.44,10838262.0
2019-01-31,40.42,41.38,40.07,40.91,15265563.0
2019-02-01,41.22,42.18,40.48,41.94,14909416.0
2019-02-11,41.94,46.14,41.37,44.87,23396426.0
2019-02-12,44.86,46.95,44.61,45.52,17406529.0
2019-02-13,45.52,46.15,45.07,45.74,14294521.0
2019-02-14,45.48,47.64,45.26,46.84,17204480.0
2019-02-15,46.49,46.68,45.61,45.73,12871117.0
2019-02-18,46.2,47.93,46.09,47.82,14729229.0
2019-02-19,47.84,49.32,47.39,47.95,14105038.0
2019-02-20,48.07,49.07,47.45,48.18,10863489.0
2019-02-21,48.17,48.4,47.45,47.74,9461949.0
2019-02-22,47.55,48.03,46.89,48.03,11809361.0
2019-02-25,48.57,50.38,48.57,50.22,19309868.0
2019-02-26,50.21,50.33,48.56,48.75,16061717.0
2019-02-27,49.18,51.1,48.6,49.16,20112693.0
2019-02-28,49.07,50.12,47.63,49.12,16551138.0
2019-03-01,49.72,51.46,49.27,51.28,18204971.0
2019-03-04,51.67,53.64,50.81,52.15,22577530.0
2019-03-05,52.15,52.78,51.29,51.94,12837650.0
2019-03-06,51.77,51.77,50.71,51.37,14239598.0
2019-03-07,50.82,50.84,48.36,49.45,24918845.0
2019-03-08,48.41,49.06,47.45,47.82,22071650.0
2019-03-11,47.95,49.64,47.88,49.32,18473358.0
2019-03-12,49.63,49.63,48.2,48.66,14417439.0
2019-03-13,48.56,49.37,48.13,48.36,12344670.0
2019-03-14,48.41,50.25,47.97,49.3,17427399.0
2019-03-15,49.47,52.04,48.6,51.07,19616489.0
2019-03-18,52.15,56.18,52.15,56.18,32279527.0
2019-03-19,57.42,57.42,54.86,56.71,27816865.0
2019-03-20,56.2,60.66,55.89,58.39,27382506.0
2019-03-21,58.96,59.24,57.16,57.54,15154416.0
2019-03-22,57.69,60.0,57.52,58.51,14436648.0
2019-03-25,57.34,58.48,56.94,57.24,11472874.0
2019-03-26,57.72,58.48,56.37,56.71,14333578.0
2019-03-27,57.48,60.23,56.8,58.99,15427225.0
2019-03-28,59.67,62.52,59.1,61.73,23240868.0
2019-03-29,62.08,65.56,62.08,63.83,24221626.0
2019-04-01,63.27,64.76,62.6,64.52,22013757.0
2019-04-02,63.8,64.38,62.51,63.76,11825573.0
2019-04-03,62.98,64.03,62.02,62.98,12930182.0
2019-04-04,62.6,65.68,61.93,65.09,19671064.0
2019-04-08,67.14,69.02,65.67,66.14,15672333.0
2019-04-09,65.67,66.23,64.77,66.23,15980703.0
2019-04-10,66.14,69.79,65.39,69.69,28080343.0
2019-04-11,69.05,69.11,66.04,67.58,22492420.0
2019-04-12,66.64,67.45,64.47,66.72,15120144.0
2019-04-15,67.34,68.72,64.33,64.76,17304788.0
2019-04-16,63.85,66.34,63.28,66.17,10812938.0
2019-04-17,65.52,67.15,64.58,66.65,13846176.0
2019-04-18,66.36,67.2,65.84,66.29,8260006.0
2019-04-19,66.29,67.01,65.49,66.28,7972713.0
2019-04-22,66.28,69.02,66.16,67.09,15878632.0
2019-04-23,66.39,70.14,66.39,69.45,17598958.0
2019-04-24,69.6,70.46,67.87,68.77,13566231.0
2019-04-25,68.65,69.56,66.9,67.57,12862138.0
2019-04-26,69.6,74.1,68.92,72.31,28359666.0
2019-04-29,72.52,76.67,70.95,73.21,19370462.0
2019-04-30,73.03,76.26,72.48,74.66,12600329.0
2019-05-06,72.76,72.76,67.19,67.58,25736212.0
2019-05-07,67.58,70.56,67.3,69.33,20989797.0
2019-05-08,67.11,70.04,66.21,68.27,13092211.0
2019-05-09,67.17,68.02,63.08,64.9,21895557.0
2019-05-10,65.95,69.39,65.07,68.84,21407745.0
2019-05-13,67.58,70.23,65.36,68.73,16645423.0
2019-05-14,66.63,69.85,66.63,67.73,15015977.0
2019-05-15,68.83,74.51,68.83,74.51,21227699.0
2019-05-16,76.02,78.92,73.91,77.65,22498033.0
2019-05-17,76.7,77.83,73.34,74.15,23862580.0
2019-05-20,73.82,73.91,68.35,71.04,25585601.0
2019-05-21,70.73,73.1,69.6,72.61,18900643.0
2019-05-22,72.22,72.22,69.5,70.6,14633439.0
2019-05-23,69.67,70.17,67.09,67.63,17864786.0
2019-05-24,67.64,69.5,67.2,69.21,18427164.0
2019-05-27,69.09,70.27,66.99,69.32,14083673.0
2019-05-28,69.02,70.93,68.5,70.93,14676199.0
2019-05-29,69.89,72.03,69.5,70.74,11780457.0
2019-05-30,70.3,70.94,68.12,69.02,13202430.0
2019-05-31,69.02,69.41,66.96,67.71,13514329.0
2019-06-03,67.87,69.0,66.27,66.72,13938202.0
2019-06-04,67.11,67.38,64.65,65.09,17151897.0
2019-06-05,66.14,66.72,64.79,65.34,11707375.0
2019-06-06,65.52,65.65,63.82,64.04,12388859.0
2019-06-10,64.06,65.94,62.95,65.1,13677721.0
2019-06-11,65.72,69.57,65.72,69.07,26319814.0
2019-06-12,68.64,69.44,67.44,68.34,11180588.0
2019-06-13,68.45,68.71,67.0,67.8,9198054.0
2019-06-14,67.8,69.12,66.91,67.34,10245248.0
2019-06-17,67.2,67.96,66.21,66.93,8005893.0
2019-06-18,66.99,67.52,65.67,66.82,8024623.0
2019-06-19,68.83,69.17,67.92,68.06,12045106.0
2019-06-20,67.86,71.85,67.75,71.09,21655372.0
2019-06-21,71.49,73.1,70.71,72.67,19282579.0
2019-06-24,72.78,75.62,71.9,73.72,16985386.0
2019-06-25,73.7,75.25,72.19,74.01,14000212.0
2019-06-26,73.77,73.98,72.76,73.09,8221407.0
2019-06-27,73.46,78.28,73.46,77.58,19262619.0
2019-06-28,77.58,78.8,76.25,77.49,11255816.0
2019-07-01,79.57,81.29,79.47,80.19,18356748.0
2019-07-02,80.15,81.91,79.4,80.7,13021846.0
2019-07-03,80.39,82.76,77.79,79.35,19675538.0
2019-07-04,79.28,80.41,76.98,78.06,13823183.0
2019-07-05,77.88,81.64,77.88,81.39,18118499.0
2019-07-08,80.91,81.48,79.18,80.24,13099413.0
2019-07-09,79.58,82.83,79.57,80.06,14290049.0
2019-07-10,80.72,82.33,79.51,81.58,12497250.0
2019-07-11,81.67,83.98,81.01,82.44,17456982.0
2019-07-12,82.15,84.79,81.95,84.79,11605184.0
2019-07-15,83.96,84.55,82.44,83.86,13102614.0
2019-07-16,83.11,84.29,80.71,81.39,15222912.0
2019-07-17,80.88,82.02,80.05,80.92,12374913.0
2019-07-18,80.35,81.58,80.03,80.2,7953069.0
2019-07-19,80.77,81.47,80.05,80.96,8115650.0
2019-07-22,81.06,81.8,79.57,81.68,7689705.0
2019-07-23,81.67,81.67,75.54,77.75,24647390.0
2019-07-24,78.03,78.4,77.23,77.86,15189862.0
2019-07-25,77.84,78.49,75.25,78.43,13757650.0
2019-07-26,77.78,79.98,77.55,78.81,9645686.0
2019-07-29,79.24,80.0,78.61,79.5,8598139.0
2019-07-30,79.5,79.95,78.32,78.79,8033883.0
2019-07-31,78.55,79.07,76.7,77.31,8461251.0
2019-08-01,76.91,78.09,75.83,76.57,10198895.0
2019-08-02,75.29,76.51,74.83,76.51,9689025.0
2019-08-05,76.08,76.4,73.85,74.11,10789866.0
2019-08-06,73.14,76.08,72.47,75.64,12275257.0
2019-08-07,75.63,76.24,74.66,74.76,7006971.0
2019-08-08,75.48,76.72,75.22,76.02,7117390.0
2019-08-09,76.69,77.17,73.83,74.18,10243933.0
2019-08-12,75.69,76.66,74.41,76.34,13361541.0
2019-08-13,75.96,76.55,75.37,75.92,5838205.0
2019-08-14,76.69,81.42,76.69,80.07,18353783.0
2019-08-15,78.9,80.89,78.51,80.79,13459782.0
2019-08-16,80.82,83.88,80.14,82.44,13369994.0
2019-08-19,82.44,83.29,81.18,82.64,11797741.0
2019-08-20,82.66,83.02,81.9,82.73,9603563.0
2019-08-21,82.78,83.84,82.44,83.02,10344411.0
2019-08-22,83.55,86.04,82.54,85.57,13863809.0
2019-08-23,85.57,88.03,85.12,86.57,10564018.0
2019-08-26,84.94,86.0,84.22,84.8,9325129.0
2019-08-27,85.7,88.06,85.36,87.12,11393999.0
2019-08-28,87.52,88.8,86.18,86.73,9734714.0
2019-08-29,89.13,90.39,87.46,90.08,17415231.0
2019-08-30,90.14,96.13,90.1,94.57,17445636.0
2019-09-02,94.72,95.95,92.67,95.73,16080562.0
2019-09-03,95.46,95.63,92.6,93.86,13727292.0
2019-09-04,92.73,93.59,91.06,92.0,14189832.0
2019-09-05,92.62,93.61,91.75,92.24,12164035.0
2019-09-06,92.51,92.53,90.79,91.78,10711729.0
2019-09-09,92.38,93.02,90.37,91.02,12445136.0
2019-09-10,90.65,91.26,89.36,90.49,9315674.0
2019-09-11,90.48,90.48,84.63,85.42,25744606.0
2019-09-12,84.91,87.54,84.7,86.77,15581636.0
2019-09-16,86.46,86.46,84.34,84.72,17610356.0
2019-09-17,84.73,86.65,84.43,85.72,13387166.0
2019-09-18,85.85,88.39,85.85,88.05,19254320.0
2019-09-19,88.0,88.0,85.52,86.58,14804997.0
2019-09-20,86.86,87.94,85.65,86.87,14863591.0
2019-09-23,86.8,86.83,84.93,85.56,8675287.0
2019-09-24,85.12,87.3,85.12,86.39,13651965.0
2019-09-25,86.14,87.17,85.31,85.91,7983734.0
2019-09-26,86.89,87.55,84.94,85.64,8720144.0
2019-09-27,85.13,85.9,82.0,85.14,11367039.0
2019-09-30,84.95,85.52,83.03,83.18,9590918.0
2019-10-08,83.94,86.99,83.92,86.14,12615497.0
2019-10-09,85.9,86.19,84.63,85.39,7821793.0
2019-10-10,84.43,84.82,82.04,84.61,11656458.0
2019-10-11,84.9,86.39,83.95,85.58,9611909.0
2019-10-14,86.4,86.76,85.21,85.57,8370481.0
2019-10-15,85.54,87.07,84.22,86.22,11414120.0
2019-10-16,84.92,85.31,83.47,83.77,14792944.0
2019-10-17,84.12,84.34,83.34,84.06,5655356.0
2019-10-18,83.45,83.74,82.22,82.48,8340056.0
2019-10-21,82.41,83.15,81.03,81.57,9123418.0
2019-10-22,81.98,83.13,81.29,83.07,7914404.0
2019-10-23,83.08,84.06,81.68,81.99,5967670.0
2019-10-24,82.1,82.38,79.41,79.8,10847537.0
2019-10-25,79.8,81.16,79.29,81.02,7742757.0
2019-10-28,81.01,83.4,80.93,82.85,9550389.0
2019-10-29,83.56,84.39,82.6,83.78,11666331.0
2019-10-30,83.96,84.12,82.87,83.75,6579921.0
2019-10-31,86.86,87.18,84.7,85.12,14485517.0
2019-11-01,85.7,86.41,84.44,86.09,12169968.0
2019-11-04,86.41,86.97,85.02,85.31,13671973.0
2019-11-05,85.43,85.68,84.11,84.68,9983379.0
2019-11-06,85.01,85.1,82.7,82.83,10821876.0
2019-11-07,82.83,83.43,82.28,82.88,6967564.0
2019-11-08,83.46,84.65,83.0,83.57,9625166.0
2019-11-11,82.97,83.56,82.12,82.97,6624566.0
2019-11-12,82.97,83.35,82.14,83.19,5861991.0
2019-11-13,83.56,84.43,82.77,84.39,8673225.0
2019-11-14,84.36,85.41,83.77,84.39,10277590.0
2019-11-15,84.39,84.59,82.97,83.17,7486748.0
2019-11-18,82.71,83.25,81.71,83.03,7314449.0
2019-11-19,82.68,84.05,82.68,83.48,6507692.0
2019-11-20,83.23,86.44,83.13,84.92,13960840.0
2019-11-21,85.09,86.37,84.24,85.39,7908051.0
2019-11-22,85.8,85.85,81.51,82.19,14456020.0
2019-11-25,81.02,82.67,79.66,82.34,9987757.0
2019-11-26,82.43,83.52,82.1,83.26,9508727.0
2019-11-27,83.16,84.51,82.81,83.78,7685912.0
2019-11-28,84.13,84.3,82.08,82.48,7626883.0
2019-11-29,82.1,82.19,79.24,79.8,14927225.0
2019-12-02,79.7,80.62,79.14,79.79,7777987.0
2019-12-03,79.63,79.63,78.09,78.44,10317319.0
2019-12-04,79.66,80.15,78.65,79.77,8283517.0
2019-12-05,79.75,80.03,79.03,79.54,6852235.0
2019-12-06,79.46,80.89,79.16,80.62,9921441.0
2019-12-09,81.02,81.29,80.22,80.39,6196464.0
2019-12-10,80.06,80.43,79.32,79.97,7387063.0
2019-12-11,79.97,79.99,78.79,78.96,6094461.0
2019-12-12,79.27,79.46,78.27,78.57,6000335.0
2019-12-13,78.96,80.52,78.96,80.04,10043511.0
2019-12-16,80.43,80.63,79.1,79.65,7673677.0
2019-12-17,79.77,81.51,79.55,81.06,10840707.0
2019-12-18,81.03,81.51,80.31,80.53,7657472.0
2019-12-19,80.62,80.63,79.36,80.04,5920124.0
2019-12-20,79.77,80.53,79.77,80.19,5177778.0
2019-12-23,78.58,80.48,78.58,79.66,6463922.0
2019-12-24,79.71,80.42,79.71,80.09,4063641.0
2019-12-25,80.31,80.32,78.48,78.93,8761852.0
2019-12-26,78.97,79.29,78.26,78.8,6985298.0
2019-12-27,79.1,80.5,79.1,79.76,11407235.0
2019-12-30,79.92,84.43,79.81,83.68,24769758.0
2019-12-31,84.2,85.27,83.85,84.61,14961263.0
